,id,title,type,description,release_year,genres,production_countries,imdb_score,actors,directors
1323,1323,souk bazaar,movie,"kahraman is a naive and right-minded guy. in a lovely anatolian town, he earns a living as an attendant in a turkish bath inherited from his great grandfathers. one day, a wealthy constructor named tuncay wants to demolish the bath and the marketplace it is located in, and build a mall in their place. barber cemil, kahraman's enemy, convinces the craftsmen in the marketplace and collaborates with tuncay to start the demolishment immediately. kahraman does not want the marketplace he was born into to be demolished and he does not believe in the empty promises of tuncay.",2015,comedy,tr,5,erdem-yener|ayhan-taş|emin-olcay|muharrem-gülmez|elif-nur-kerkük|suzan-aksoy|doğa-konakoğlu|esin-eden|i̇lker-aksum|tarık-papuççuoğlu,muharrem-gülmez
1324,1324,dragons: race to the edge,show,"unlock the secrets of the dragon eye and come face to face with more dragons than anyone has ever imagined as hiccup, toothless and the dragon riders soar to the edge of adventure.",2015,action|scifi|animation|family|comedy|drama|fantasy,us,8,jay-baruchel|america-ferrera|zack-pearlman|christopher-mintz-plasse,
1325,1325,cinderella and four knights,show,"eun ha-won is a college student. she is a bright girl who wants to be a veterinarian, but at home she is lonely. she is isolated from her family members. eun ha-won lives with father, step-mother and step-sister after her mother died in a car accident. one day, she helps a mysterious old man. the old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. since than, she moves into the mansion and lives with three cousins kang ji-woon, kang hyun-min, kang seo-woo and their bodyguard lee yoon-sung.",2016,drama|comedy|romance,kr,7,jung-il-woo|park-so-dam|ahn-jae-hyun|lee-jung-shin|kim-hye-ri|choi-eun-kyeong|son-na-eun|choi-min-i|kim-yong-geon|go-bo-gyeol,kwon-hyuk-chan
1326,1326,another miss oh,show,two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,2016,drama|fantasy|romance|comedy,kr,8,eric-mun|seo-hyun-jin|jeon-hye-bin|ye-ji-won|kim-ji-seok|lee-jae-yoon|heo-jung-min|nam-gi-ae|lee-han-wi|kim-mi-kyeong|ha-si-eun|heo-young-ji|kwon-hae-sung|choi-byung-mo-|jo-hyun-sik|park-myung-hoon,song-hyun-wook
1327,1327,the boss: anatomy of a crime,movie,"this incredibly disturbing story follows the exploitation of an apprentice butcher, hermógenes, and his trial after he murders his boss in broad daylight. hermógenes, a farmhand from northern argentina, relocates to buenos aires in search of a better life for himself and his young wife, but soon finds himself at the mercy of a corrupt boss. the film is based on a thorough investigation of a real event that happened in buenos aires 10 years ago. almost every scene in the film is inspired by real facts or based on well documented daily practices of the “meat business” and its environment. both a shocking exposé of unscrupulous practices in the meat industry and a heart-wrenching personal story, el patrón became one of the most successful argentine films of 2014.",2015,drama|crime,ar|ve,7,joaquín-furriel|luis-ziembrowski|guillermo-pfening|mónica-lairana|germán-de-silva|victoria-raposo|andrea-garrote,sebastián-schindel
1328,1328,rainbow ruby,show,"rainbow ruby is the story of a spunky, resourceful little girl who magically transports to rainbow village, a whimsical land inhabited by her toys, and transforms into different jobs to help save the day! this cgi-animated preschool series takes the childhood fantasy of dolls come to life, and mixes in an aspirational heroine who proves that you can be anything you want to be!",2016,family|fantasy|animation|comedy,cn,7,,shin-tae-sik
1329,1329,midnight diner: tokyo stories,show,an anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. resolutions are often facilitated by the owner/chef.,2016,drama,jp,8,kaoru-kobayashi,
1330,1330,sunny bunnies,show,"furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light.",2015,animation|family,by,6,,andrew-ledenev
1331,1331,my runway,show,an egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.,2016,comedy|drama|fantasy|romance,kr,6,park-ji-yeon|kang-dong-ho|kisum|yang-hak-jin|ahn-bo-hyun,
1332,1332,h20: mermaid adventures,show,"the lives of teenagers emma, cleo and rikki are forever changed when a magical, forbidden island gives them the power to turn into mermaids.",2015,fantasy|romance|animation|comedy|drama|family|european,fr,6,katharina-von-keller|patrick-bach|sonja-stein|robert-missler|céline-fontanges,tian-xiao-zhang
1333,1333,one more time,show,this fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,2016,drama|scifi|fantasy,kr,7,l|yoon-so-hee|shin-ji-soo|lee-tae-im|kang-nam-gil|kim-ji-young|kim-ki-doo|kim-chang-hwan,hyun-wook-song
1334,1334,the sound of your heart,show,"comedy following cho seok's ridiculous but hilarious adventures with his girlfriend-turned-wife ae bong, their dogs, older brother jo joon, and parents. based on the popular webtoon series of the same name.",2016,drama|comedy|animation,kr,8,lee-kwang-soo|kim-dae-myung|jung-so-min|kim-byeong-ok|kim-mi-kyeong,ha-byung-hoon|kim-hyun-soo
1335,1335,my sunshine,show,"while studying at university, zhao mosheng fell in love at first sight with law student he yichen. through various incidents where mosheng ""stalked"" yichen on campus, mosheng's cheerful personality charmed yichen, and they gradually became college sweethearts. when yichen's foster sister yimei challenged mosheng for yichen's attention, mosheng turned directly to yichen for clarification, but did not expect to receive a cold response from him. mistaking that yichen and yimei are a couple, mosheng followed her father's arrangements and moved to the united states to continue her studies. seven years later, mosheng - who is now a professional photographer - returns to china, and coincidentally bumps into the unforgettable yichen.",2015,drama|romance,cn,7,wallace-chung|tang-yan|tan-kai|yang-le|mi-lu|janice-wu|luo-yunxi|lin-peng|arash-estilaf,chun-chieh-liu
1336,1336,lego friends: the power of friendship,show,"five best friends face adventures side by side in their hometown. zany antics, love and missteps are better with friends.",2016,animation,us,7,sara-ekander-poulsen|maja-iven-ulstrup|katrine-falkenberg,
1337,1337,три кота,show,"three little kittens live in a little town. cookie, pudding and their little sister candy. as any kids like to play, eat sweets and investigate about things around them. every day their inquisitive mind leads those three to new adventures.",2015,animation|comedy|family,ru,7,,
1338,1338,the good cop,show,"danny confino is a full-time cop, during one of the police's worst times. a period in which its image is at a low ebb, they are ousted every week, harassed by commanders twice a week, budgets are cut and complaints against police are piled up in dip offices. he returns to his parents' home in order to live there temporarily, but the temporary becomes permanent and danny finds that life at home is superior to any crime scene.",2015,comedy|drama,il,8,yuval-semo|ortal-ben-shoshan|guy-loel|liora-rivlin|yigal-adika|loai-nofi|alon-hamawi,
1339,1339,lego bionicle: the journey to one,show,six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.,2016,animation|fantasy|scifi|action,us,6,,nicolas-denis-robitaille
1340,1340,road to high & low,movie,"cobra, yamato and noboru have been friends since they were kids. noboru is able to score good grades and enter a university. he provides hope to cobra and yamato who seem to be good only at fighting. a tragedy then occurs to noboru and the other two form the group sanno rengokai for him. when noboru returns, a new incident takes place in s.w.o.r.d area dominated by 5 gangs: sanno rengokai, whiterascals, oya koko, rude boys and daruma ikka.",2016,action|drama,jp,6,takanori-iwata|nobuyuki-suzuki|keita-machida|yuki-yamada|wataru-ichinose|anarchy|hiroomi-tosaka|kenjiro-yamashita|kento-hayashi|takahiro|masayasu-yagi|masataka-kubota|sho-aoyagi|takayuki-suzuki|ryôhei-abe|kaede|hayato-onozuka|kaname-endô|keiji|sato-harumi|yuya-endo|reo-sano|kanta-sato|tatsuya-nakamura|ayano-kudo|yuta-ozawa|taiki-sato|tasuku-nagase|yutaka-kyan|tachibana-kenchi|fujiko-kojima|nozomi-bando|alan-shirahama,shigeaki-kubo
1341,1341,shaandaar,movie,"jagjinder joginder, a wedding planner, brings together the dysfunctional family of businessman bipin arora while making arrangements for bipin's daughter's destination wedding in london.",2015,comedy|drama|romance,in,4,shahid-kapoor|alia-bhatt|pankaj-kapur|sanjay-kapoor|niki-aneja-walia|sanah-kapoor|vikas-verma|sushma-seth|shibani-dandekar|anjana-sukhani|karan-johar|tessa-vellara|teena-vellara,vikas-bahl
1342,1342,jim jefferies: freedumb,movie,"returning for a second netflix comedy special, jim jefferies unleashes his famously ferocious black humor to a packed house in nashville, tennessee.",2016,comedy|documentation,us,8,jim-jefferies,ryan-polito
1343,1343,aziz ansari: live at madison square garden,movie,"ansari headlines the iconic madison square garden and delivers his most hilarious and insightful stand-up yet. filmed in front of a sold-out audience, ansari's latest special is an uproarious document of the comic in top form -- covering topics ranging from the struggle of american immigrants to the food industry to relationships to gender inequality.",2015,comedy,us,7,aziz-ansari,aziz-ansari
1344,1344,popples,show,"the adorable best popple pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.",2015,animation,fr|ru|us,6,ben-diskin|reba-buhr|cindy-robinson|grant-george|wendee-lee|ezra-weisz|cassandra-lee-morris|erin-fitzgerald|christopher-corey-smith,olivier-derynck|ram-ganapati-rao
1345,1345,kazoops!,show,"animated preschool series encouraging children, through imaginary adventures, to challenge the workings of the world. who says the world works the way grown-ups think it should?",2016,animation|comedy|family|fantasy,gb|au,7,,
1346,1346,atelier,show,"a young ""fabric geek"" lands a job at an upscale japanese lingerie company — and quickly discovers she'll need help to survive.",2015,drama|documentation|comedy,jp,5,mirei-kiritani|mao-daichi|mayuko-kawakita|ken-kaito|wakana-sakai|maiko|chiba-masako|dori-sakurada|nicole-ishida|megumi-sato,
1347,1347,back to 1989,show,"a young successful young man has always felt something missing in his life because he never knew his father. at 26, che chen is already a successful assistant manager for an investment trust. but he was raised by his single mother chen mu and never knew the identity of his father, and that void has been nagging at him. but a freak accident sends che back 27 years into the past, to the year before he was born. when he meets 22-year-old zhen zhen ye, che realizes that this naïve and trusting young woman is his mother's best friend! when che realizes that anything he does in the year 1989 could alter his mother’s future, will he do anything to alter the course of his own life?",2016,scifi|drama,tw,8,marcus-chang|ray-yang|ivy-shao|tsai-huang-ru|chang-chea|yorke-sun,ker-choon-hooi
1348,1348,72 cutest animals,show,this series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,2016,documentation,au,6,graham-mitchell,
1349,1349,anthony jeselnik: thoughts and prayers,movie,there's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,2015,comedy,us,8,anthony-jeselnik,adam-dubin
1350,1350,kulipari: an army of frogs,show,"in a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.",2016,action|animation|comedy|drama|family|fantasy,us,7,keith-david|lacey-chabert|charlie-adler|josh-keaton,
1351,1351,lang tong,movie,"zach (william lawandi), a remorseless serial womaniser and con man, meets his match in li ling (vivienne tseng), an alluring and well-to-do woman who makes a wicked bowl of pork rib soup. things take an unexpected turn when zach meets li ling's younger sister, the drop-dead gorgeous li er (angeline yap). soon enough, zach turns his lecherous attentions towards li er, and they begin an affair behind li ling's back. li er convinces zach to help her execute a heinous plot to murder her older sister, whom she blames for causing her mother's death. however, things are not as simple as they seem.",2015,thriller,sg,5,vivienne-tseng|william-lawandi|angeline-yap|esther-goh|alan-tan|vincent-tee|tracer-wong|cynthia-kuang|adeline-pang,sam-loh
1352,1352,high&low: the red rain,movie,"the amamiya brothers, masaki (takahiro) and hiroto (hiroomi tosaka), keep looking for their older brother takeru (takumi saito) who disappeared one year ago. the three amamiya brothers lost their parents when they were young. since then, they relied only on each other. on the anniversary of their parents' death, masaki and hiroto expect takeru to appear. instead, they meet a person who has a clue on takeru's whereabouts.",2016,action|thriller|drama,jp,6,takahiro|hiroomi-tosaka|miyu-yoshimoto|takanori-iwata|nobuyuki-suzuki|keita-machida|kenjiro-yamashita|kanta-sato|taiki-saito|shuka-fujii|nozomi-bando|tatsuya-nakamura|taichi-saotome|taiyo-yoshizawa|noémie-nakai|takumi-saitoh|onodera-akira,yudai-yamaguchi
1353,1353,jeff dunham: unhinged in hollywood,movie,previously unseen stand-up comedy by jeff dunham. sketches include popular characters. brad paisley performs too! special appearances by comic chris parnell and former ufc champion chuck liddell.,2015,comedy,us,7,jeff-dunham|chris-parnell|chuck-liddell|brad-paisley,michael-simon
1354,1354,luna petunia,show,luna petunia follows the adventures of a girl who lives in our world and plays in a dreamland where she learns how to make the impossible possible.,2016,animation|family|fantasy,ca,6,ciara-alexys|cory-doran|katie-griffin,
1355,1355,mike epps: don't take it personal,movie,mike epps wastes no time bringing his unapologetic and raunchy swagger to a howling live audience at the historic orpheum theater in los angeles.,2015,comedy,us,4,mike-epps,
1356,1356,trailer park boys: out of the park: europe,show,"a lot of liquor an whores, mustard and bologna, maybe some cigarettes and dope, but mostly just liquor and whores, cigarettes and balogna, as well as mustard and dope.",2016,action|comedy|crime|drama,ca,7,john-paul-tremblay|mike-smith|robb-wells,
1357,1357,care bears and cousins,show,care bears and cousins,2015,animation,us,7,,
1358,1358,misunderstanding,movie,"omar is trying to reclaim the inheritance of his father from his uncle. he uses his colleague rauof, who turns out to be a crook and then flees to lebanon and omar goes to jail.  lina the lebanese girl falls in love with raouf, and they agree to marry, but he escapes to cairo.",2015,romance|comedy,eg,4,cyrine-abdel-nour|maha-abou-ouf|youssef-fawzy|ashraf-meslehi|sherif-salama|ahmed-salah-elsaadany,
1359,1359,the truth seekers,show,"a veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts.",2016,drama|action,sg,7,chen-hanwei|rebecca-lim|desmond-tan|yûsuke-fukuchi,
1360,1360,netflix presents: the characters,show,no rules. no expectations. a half hour to make their mark. eight different comedians each get an episode to show their skills in comedy.,2016,comedy,us,5,john-early|lauren-lapkus|kate-berlant|tim-robinson|henry-zebrowski,
1361,1361,husband factor: resurrection,movie,a girl tries to manage the demands of her traditional family's wishes and her own as she embarks on a journey to marry the love of her life,2016,comedy|fantasy|romance|drama|family,tr,6,ezgi-mola|murat-yildirim|nevra-serezli|hümeyra|eda-ece|romina-özipekçi|güçlü-yalçıner|emine-gülsüm-göznümer|gülenay-kalkan,kıvanç-baruönü
1362,1362,patton oswalt: talking for clapping,movie,"patton oswalt delivers a fresh hour plus of stand-up, covering everything from misery to defeat to hopelessness. it's his most upbeat special to date.",2016,comedy|documentation,us,7,patton-oswalt,
1363,1363,you're my boss,movie,"a woman who is looking for acceptance, who's looking for love, who wants to be appreciated and who wants to belong find what she's looking for from her personal assistant.",2015,comedy|romance,ph,6,toni-gonzaga|coco-martin|freddie-webb|jm-de-guzman|gloria-sevilla|noel-trinidad|jerald-napoles|regine-angeles|via-antonio|deniesse-joaquin|joan-palisoc|angela-cortez|pepe-herrera,antoinette-jadaone
1364,1364,selfie 69,movie,"your best friends are also the friends who'll make you do the stupidest things. after parting hardcore, roxi, yasmine and ana meet in a bet that will change their lives: who gets married first in three days?",2016,romance|comedy|action|european,ro,6,crina-semciuc|silvia-busuioc|alexandru-bogdan|olimpia-melinte|flavia-hojda|maria-dinulescu|raluca-aprodu|lidia-buble|alex-buescu|alex-călin|dorina-chiriac|alina-chivulescu|ana-covalciuc|emilia-dimitriu|ioana-florentina-dimitriu|vlad-logigan|răzvan-fodor|flavia-hojda|conn-horgan|andrei-huțuleac|vlad-logigan|răzvan-vasilescu|mihaela-mihut|mihai-smarandache,cristina-jacob
1365,1365,tom segura: mostly stories,movie,"the bearded, bawdy, and comically bitter tom segura gets real about body piercings, the ""area 51"" of men's bodies, and the lie he told mike tyson.",2016,comedy|documentation,us,8,tom-segura|davis-choh,jay-karas|rami-hachache
1366,1366,fearless,show,"on a journey from brazil to the las vegas championships, professional bull riders risk it all to earn money, respect and titles.",2016,documentation|reality,us,7,grant-crookes|ty-hurley|ty-murray|silvano-alves|adriano-moraes|joão-ricardo-vieira|guilherme-marchi|kaique-pacheo|cody-nance|j.-b.-mauney|renato-nunes|robson-palermo|valdiron-de-oliveira|brett-hoffman,michael-john-warren
1367,1367,ralphie may: unruly,movie,"very little is off-limits in comedian ralphie may’s very first netflix original stand-up comedy special, unruly. filmed live in front of a raucous, fist-pumping crowd at cobb energy performing arts centre in atlanta, may unleashes his hilariously raunchy, no-holds-barred perspective on everything from airline travel and the news media, to chick-fil-a and everybody being a little racist when they drive.",2015,comedy,us,-1,ralphie-may,john-asher
1368,1368,dreamworks happy holidays from madagascar,show,madagascar goes wild with holiday spirit in this set of valentine's day and christmas-themed tales featuring everyone's favorite animal characters.,2016,family|animation|comedy,us,6,tom-mcgrath|chris-rock|carl-reiner|chris-miller|david-schwimmer|christopher-knights|jada-pinkett-smith|john-dimaggio|cedric-the-entertainer|ben-stiller|andy-richter,
1369,1369,jeff foxworthy & larry the cable guy: we've been thinking,movie,comedians jeff foxworthy and larry the cable guy bring their distinctive brand of humor to a packed crowd in minneapolis.,2016,comedy,us,6,jeff-foxworthy|larry-the-cable-guy,jay-karas
1370,1370,the massively mixed-up middle school mystery,movie,"when the ultimate prank sends their principal under water, it's up to everett, alyssa and riley to put their super detective skills to the test, catch the perp, and save their school's first dance in 40 years.",2015,thriller|comedy,,7,jenna-ortega|haley-tju|adam-hochstetter|garrett-ryan|brianne-tju|nathaniel-j.-potvin|scarlett-estevez,will-eisenberg
1371,1371,gecko's garage,show,"laugh and learn with gecko and the mechanicals at gecko's garage. gecko is visited by his friends max the monster truck, amber the ambulance and more big trucks for children.",2015,animation|family,gb,6,christian-hughes|jared-debusk,christian-hughes
1372,1372,cedric the entertainer: live from the ville,movie,"donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""honky tonk badonkadonk.""",2016,comedy,us,6,cedric-the-entertainer,troy-miller
1373,1373,carlos ballarta: el amor es de putos,movie,"carlos ballarta mocks daily life in mexico, including public transit, the education system and the corn seller who betrays your confidence",2016,comedy,mx,7,carlos-ballarta,raúl-campos|jan-suter
1374,1374,love storm,show,three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,2016,family,tw,6,wu-kang-ren|shu-qin-ke|kuang-yao-fan|chen-yu|deng-yukai|greg-hsu|hsing-chen-yeh|chen-ting-yeh,
1375,1375,gabriel iglesias: i'm sorry for what i said when i was hungry,movie,"hawaiian-shirt enthusiast gabriel ""fluffy"" iglesias finds the laughs in racist gift baskets, prius-driving cops and all-female taco trucks.",2016,comedy|documentation,us,7,gabriel-iglesias,manny-rodriguez
1376,1376,ordinary people,movie,"ordinary people is a family portrait of jane, 16, and her boyfriend, aries, who live on their own in the chaotic streets of manila. surviving as pickpockets, the lives of the young couple change when they suddenly become teenage parents. but not even a month into parenthood, their child is stolen from them. in order to retrieve the child, the young couple is forced to take desperate measures.",2016,drama,ph,7,ronwaldo-martin|hasmine-killip|maria-isabel-lopez|sue-prado|ruby-ruiz|moira-lang|karl-medina|erlinda-villalobos|domingo-cobarrubias|paolo-rodriguez|john-vincent-servilla|rian-magtaan|myla-monido|alora-mae-sasam|ruth-alferez|gold-aceron|bon-andrew-lentejas,eduardo-roy-jr.
1377,1377,72 dangerous places to live,show,"get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.",2016,documentation,au,6,mitch-ryan,
1378,1378,halal love,movie,four tragicomic interconnected stories about how devoted muslim men and women are trying to manage their love life and desires without breaking any religious rules.,2016,drama|romance|comedy|european,de|lb,6,berlin-badr|christy-bared|fadia-abi-chahine|darine-hamze|zeinab-hind-khadra|hussein-mokadem|mirna-moukarzel|ali-sammoury|rodrigue-sleiman|nasri-sayegh,assad-fouladkar
1379,1379,dohchay,movie,a conman faces his biggest threat when he is in urgent need for a lump sum and a policeman is after him to catch him red handed.,2015,crime|comedy|action,in,6,naga-chaitanya-akkineni|kriti-sanon|ravi-babu|brahmanandam|jeeva|posani-krishna-murali|rao-ramesh|praveen|satya|satyam-rajesh|saptagiri|chitram-basha|mamilla-shailaja-priya|nyra-banerjee|chalapathi-rao|viva-harsha|nellore-sudharshan|suhas,sudheer-varma
1380,1380,santa banta pvt ltd,movie,two friends and their sweet and endearing misadventures and one of these misadventures sees them land in the middle of a kidnapping investigation.,2016,comedy|crime|drama,in,3,boman-irani|vir-das|neha-dhupia|lisa-haydon|johnny-lever|ram-kapoor|sanjay-mishra|vijay-raaz|tinnu-anand|vrajesh-hirjee,akashdeep-saigal
1381,1381,ave maria,movie,the silent routine of 5 nuns living in the west bank wilderness is disturbed when an israeli settler family breaks down right outside the convent just as the sabbath comes into effect.,2015,comedy,de|ps|fr,-1,maria-zreik|ruth-farhi|maya-koren|sana-tanous|maria-de-pina|raneen-bisharat-iskandar,basil-khalil
1382,1382,chef's table: france,show,sample the bold new flavors of france with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,2016,documentation,us,8,,
1383,1383,3000 nights,movie,"a young palestinian schoolteacher gives birth to her son in an israeli prison where she fights to protect him, survive and maintain hope.",2016,drama,jo|lb|qa|ps|ae|fr,7,rakeen-saad|karim-saleh|maisa-abd-elhadi|alicia-sánchez|raida-adon|yussuf-abu-warda|george-khleifi|hussein-nakhleh|abeer-zeibak-haddad|nadira-omran|nour-chamoun|khitam-edelbi|laura-hawa|hanan-dawwas|anahid-fayyad|haifa-al-agha|hana-chamoun|izabel-ramadan|ahmad-al-omari|laith-al-saket|adul-karim-abuziad|abdul-rahim-abuziad|zaid-qoda|maysoon-jayyusi|najwa-mubarki|dina-franji|reem-yassin|annemarie-jacir|maiada-salfiti|shereen-zoumot|samah-khirfan,mai-masri
1384,1384,chelsea does,show,"comedienne and writer chelsea handler discusses the topics of marriage, racism, silicon valley, and drugs. filmed in four parts.",2016,documentation,us,7,chelsea-handler,
1385,1385,thomas & friends: full steam to the rescue!,movie,"full steam to the rescue! is a uk dvd featuring six episodes from the nineteenth series and two bonus episodes from the twentieth series.  description: duty calls at the sodor search and rescue centre! rocky is called in to action to rescue poor derailed henry. but when rocky becomes derailed himself, who will come to his aid? the alarm is sounded at the search and rescue centre and the fast and fearless team race to the rescue. but with each vehicle trying to rescue him alone, can they work as a team to get rocky back on the tracks?! full steam ahead with thomas and his engine heroes!",2016,family,gb,-1,mark-moraghan|john-hasler|david-bedella|teresa-gallagher,
1386,1386,motu patlu: king of kings,movie,"motu and patlu are your home-grown laurel and hardy in an animation avatar. they befriend a circus lion, guddu and attempt to save the jungle from a greedy poacher.",2016,animation|comedy|action,in,7,vinay-pathak|saurav-chakraborty,suhas-kadav
1387,1387,a chaster marriage,movie,"in love with duygu, as well as with his favorite football team, zafer is one of those grown-up men who never really grow up. one day, he finds himself forced into a marriage by his father, and despite his many funny attempts to get out of the marriage, zafer’s plans yield no result. can zafer understand the meaning of true love before the final whistle blows?",2016,comedy|romance|family,tr,5,emre-karayel|ceren-moray|begüm-kütük|ececan-gümeci|ümit-erdim|cem-kılıç|şafak-sezer|oya-başar|haldun-boysan|ferdi-akarnur|tülay-bursa|erdal-cindoruk,
1388,1388,bangistan,movie,"two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",2015,drama|comedy,in,4,ritesh-deshmukh|pulkit-samrat|rajesh-sharma|zachary-coffin|tom-alter|arya-babbar|kumud-mishra|marta-żmuda-trzebiatowska|chandan-roy-sanyal|erika-guntherová|shivkumar-subramaniam|aakash-dabhade|tomasz-karolak|aakash-pandey|jacqueline-fernandez|janusz-chabior,karan-anshuman
1389,1389,sofía niño de rivera: exposed,movie,self-deprecating comic sofía niño de rivera puts her sarcasm on full display in this stand-up special filmed live at guadalajara's degollado theater.,2016,comedy,mx,7,sofía-niño-de-rivera,raúl-campos|jan-suter
1390,1390,"have you ever fallen in love, miss jiang?",show,a new teacher finds herself in an unenviable situation after witnessing a troubling interaction between an administrator and a student.,2016,drama,tw,-1,lan-cheng-lung|hsing-chen-yeh|liu-dai-ying|greg-hsu|ko-chung-chang,wang-ming-tai
1391,1391,a man returned,movie,"reda is 26 years old. his dreams of escaping the palestinian refugee camp of ain el-helweh ended in failure after three years trapped in greece. he returned with a heroin addiction to life in a camp being torn apart by internal strife and the encroachment of war from syria. against all odds, he decides to marry his childhood sweetheart; a love story, bittersweet as the camp itself.",2016,documentation,lb|nl|gb|dk,-1,reda-al-saleh,mahdi-fleifel
1392,1392,kathleen madigan: bothering jesus,movie,kathleen madigan's stand up special.,2016,comedy,us,7,kathleen-madigan,lorene-machado
1393,1393,virunga: gorillas in peril,movie,a behind-the-scenes documentary about the gorillas featured in the film virunga.,2015,documentation,us,7,,
1394,1394,"do paise ki dhoop, chaar aane ki baarish",movie,"when a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",2016,drama,in,7,rajit-kapoor|manisha-koirala|sanaj-naval,deepti-naval
1395,1395,"trailer park boys: drunk, high and unemployed: live in austin",movie,you thought the boys would actually sober up? not until after they change the world.,2015,comedy,ca,6,mike-smith|john-paul-tremblay|robb-wells|john-dunsworth|patrick-roach|tom-green|verne-troyer|jonathan-torrens|billy-bob-thornton,robb-wells|john-paul-tremblay|mike-smith|gary-howsam
1396,1396,dieter nuhr: nuhr in berlin,movie,"dieter nuhr: nuhr in berlin: a netflix original  the cerebral and popular german cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal big bang.",2016,comedy|european,de,5,dieter-nuhr,volker-weicker
1397,1397,the last egg,movie,"a successful and beautiful woman has always said no to marriage. upon turning 30, she discovers she has a rare disease which will soon cause ovarian failure. how will she find a way to get pregnant before she can no longer have a child?",2016,romance|comedy|drama,vn,4,bình-minh|diễm-my-9x|việt-hương|huynh-lap|diệu-nhi|hữu-châu,bảo-nhân|namcito
1398,1398,those who fear are dead,movie,those who fear are dead,2016,drama,eg,4,ghada-abdel-razek|abeer-sabry|marwa-abdel-moneim|haidy-karam|salwa-khattab|ahmed-safwat|mohamed-abu-dawood|ehab-fahmy|ahmed-taha,
1399,1399,the creative indians,show,"the creative indians is a docu-series showcasing, de-mystifying and de-constructing the lives, journeys and processes of the most impactful creative professionals and projects of india across industries like cinema, art, design, music, fashion, dance, photography, advertising and more.",2016,documentation,us,8,,
1400,1400,poshter girl,movie,"poshter girl takes you on a mad roller coaster ride of a quaint, little village in maharashtra - tekawde, which is ill-famous for female infanticide and as a result there are no girls left within the village. when the question of boys' marriage is on heat, a beautiful and intelligent girl enters the scenario and changes everything. this is the story of the girl rupali and her chosen 5 candidates who would do anything to win her heart.",2016,comedy,in,7,madhav-abhyankar|hemant-dhome|anand-ingale|hrishikesh-joshi|jitendra-joshi|sonalee-kulkarni|vaibhav-mangle|siddharth-menon|sandeep-pathak|akshay-tanksale|aniket-vishwasrao|jaywant-wadkar|shrikant-yadav,
1401,1401,hans teeuwen: echte rancune,movie,"hans teeuwen's real rancour, recorded live at the leicester square theatre, november 2016.",2016,comedy,nl,-1,hans-teeuwen,doesjka-van-hoogdalem
1402,1402,jandino: whatever it takes,movie,"jandino asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""sex on fire"" in his comedy show.",2016,comedy,gb|nl,5,jandino-asporaat,
1403,1403,the flower of aleppo,movie,"salma is a 37 years old paramedic nurse working in private and public hospitals in tunisia. when her only son, murad, go to syria to join the terrorist movement al-nusra front, salma infiltrate the jihadists with the aim to bring her son back to tunisia.",2016,drama|war|action,tn,5,hend-sabry|hichem-rostom|badis-behi|ahmed-hafiene|bassam-lotfy|jihad-zoghbi,ridha-behi
1404,1404,the tour,movie,miloš knor brings a group of czech comedians on a tour around the czech republic.,2016,comedy|documentation|european,cz,-1,miloš-knor|lukáš-pavlásek|tomáš-matonoha|ester-kočičková|richard-nedvěd|michal-kavalčík,juraj-šajmovič
1405,1405,unchained fate,show,"a young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more.",2016,scifi|drama,my,-1,lenna-lim|jack-tan|agnes-wang|allan-toh-wei-lun|mandy-chen,
1406,1406,brother jekwu,movie,"chasing wild success, a village hustler follows his cousin from nigeria to kenya and stumbles into the shady business affairs of a notorious overlord.",2016,comedy|crime,ng,-1,juliet-ochienge|huddah-monroe|angela-okorie|sabrina-stadler|catherine-kamau|chris-kamau|abubakar-salum|naomi-mburu,charles-uwagbai
