,id,title,type,description,release_year,genres,production_countries,imdb_score,actors,directors
6099,6099,eva lasting,show,"a mysterious teen girl arrives at an all-boys school in 1970s colombia, breaking stereotypes, rules - and a few hearts.",2023,drama|romance,co,8,emmanuel-restrepo|francisca-estevez|sergio-palau|julián-cerati|brandon-figueredo|mateo-garcía|cecilia-navia|verónica-orozco|santiago-alarcón,
6100,6100,squared love all over again,movie,the relationship of a well-known journalist and a down-to-earth teacher goes through hard times when she takes a new job.,2023,comedy|romance,pl,4,adrianna-chlebicka|mateusz-banasiuk|mirosław-baka|helena-mazur|mikołaj-roznerski|krzysztof-czeczot|monika-krzywkowska|jacek-knap|tomasz-karolak|ewa-kolasińska|izabela-dąbrowska|sebastian-stankiewicz|mikołaj-cieślak,filip-zylber
6101,6101,love to hate you,show,"for a woman who despises losing to men, and a man who distrusts women, love is absolute war — but the line between love and hate is a thin one.",2023,comedy|drama|romance,kr,8,kim-ok-vin|yoo-teo|kim-ji-hun|go-won-hee|kim-sung-ryung,kim-jeong-kwon
6102,6102,the endless night,show,"a fire at nightclub kiss, which killed 242 people at the nightclub in santa maria, rio grande do sul, in 2013.",2023,crime|drama|thriller,br,8,thelmo-fernandes|paulo-gorgulho|leonardo-medeiros|bianca-byington|débora-lamm|raquel-karro|bel-kowarick|erom-cordeiro|paola-antonini|nicolas-vargas|flávio-bauraqui|laila-zaid|priscila-reis|pedro-sol,julia-rezende|carol-minêm
6103,6103,against the ropes,show,"they say being a woman is all a business and maybe it's true. we are complicated, complex and we look at life differently, exactly what carolina rivera captures in 'on the ropes', the new netflix series that 'unmasks' life's struggles and puts the subject of motherhood on the agenda.",2023,drama|comedy|sport,mx,6,carmen-ramos|scarlet-gruber|caraly-sánchez|priscela-izquierdo|giovanna-zacarías,
6104,6104,nanpakal nerathu mayakkam,movie,"a group of malayali travellers were returning to kerala by bus after their visit to velankanni. they all doze off in a lazy nap after lunch. like a traveler who forgot his destination, james stops the bus in a village in tamil nadu. he starts to speak in tamil like a native of the place, sundaram, and behaves like him, confusing all who came with him and the villagers alike. he walks amidst faith, delusion, dream and trance, followed by others.",2023,drama|comedy,in,9,mammootty|ashokan|ramya-suvi|ramya-pandian|rajesh-sharma|t.-suresh-babu|gireesh-perincheeri|vipin-atley|'poo'-ram|namo-narayanan|thomas-panicker|ramachandran-durairaj|thennavan|balan-parakkal|ashwanth-ashokkumar,lijo-jose-pellissery
6105,6105,karate sheep,show,"trico is an enthusiastic sheep who loves to share new objects and ideas with the rest of the flock. this causes ruckus in the mountain pastures, which all inevitably end up at wanda’s expense, a tough ewe whose job is to keep the sheep safe. not a small feat, especially when wolf is always lurking, waiting to make the most of this newfound chaos.",2023,comedy|family|animation,de,8,barbara-tissier|antoine-schoumsky|boris-rehlinger,cédric-dietsch|renaud-martin
6106,6106,dear david,movie,"a secret fantasy blog might jeopardize the promising future of laras, a talented student, when the blog is revealed to her entire school.",2023,romance|drama|comedy,id,6,shenina-cinnamon|emir-mahira|caitlin-north-lewis|palestina-irtiza|michael-james-olindo|firas-yodha-saskara|agnes-naomi|anne-yasmine|maya-hasan|frans-nickolas|ken-nala-amrytha|jenny-zhang|restu-sinaga|claudy-putri|lutesha|natalius-chendana|ara-ajisiwi|priska-nathasia|naomi-hitanayri-christy|amanda-gondowijoyo|chanceline-ebel|mariana-resli|leo-martin|ricky-saldian,lucky-kuswandi
6107,6107,call me chihiro,movie,"an unapologetic former sex worker starts working at a bento stand in a small seaside town, bringing comfort to the lonely souls who come her way.",2023,drama,jp,7,kasumi-arimura|hana-toyoshima|ryuya-wakaba|yui-sakuma|lily-franky|jun-fubuki|mitsuru-hirata|toshie-negishi|miwako-ichikawa|itsuki-nagasawa|tetta-shimada|keiichi-suzuki|fusako-urabe|yôichirô-saitô,rikiya-imaizumi
6108,6108,class,show,three students from a poor neighborhood join an exclusive high school for delhi elite where dark secrets and rumors ultimately lead to murder.,2023,drama|crime|thriller,in,6,gurfateh-pirzada|anjali-sivaraman|ayesha-kanga|chayan-chopra|chintan-rach|cyaawal-singh|madhyama-segal|moses-koul|naina-bhan|piyush-khati|zeyn-shaw|rohit-singh|madhuri-gawali,ashim-ahluwalia
6109,6109,bling empire: new york,show,"meet a fresh group of wealthy, sophisticated and hilarious asian-americans from new york city, where the quality of real estate is measured by address, not acreage. conversations are direct, not coded. and competition – for love, for money, and for power – is fierce. billionaires, ceos, and fashion icons - it’s a city where you can be anything you want to be.",2023,reality,us,5,,
6110,6110,whindersson nunes: preaching to the choir,movie,"the new show by comedian whindersson nunes entitled this is not a cult is now available on netflix. this time, the artist reflects on current events, social networks, religion and much more.",2023,comedy,br,6,whindersson-nunes,
6111,6111,mission majnu,movie,"set in the 1970s, an undercover indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of pakistan.",2023,thriller|action|drama|history,in,7,sidharth-malhotra|rashmika-mandanna|sharib-hashmi|kumud-mishra|parmeet-sethi|rajit-kapoor|mir-sarwar|manoj-bakshi|ashwath-bhatt|zakir-hussain|shishir-sharma|avijit-dutt|ananth-narayan-mahadevan|avantika-akerkar|shivraj-walvekar|vineet-sharma|manoj-dutt|sanjiv-jotangia,shantanu-bagchi
6112,6112,alkhallat+,movie,"he who has a trick in their bag, they shall use it. an anthology of social deception and trickery in four unlikely places.",2023,thriller|comedy|drama,sa,7,mohammed-aldokhei|abdulaziz-alshehri|sohayb-godus|fahad-albutairi|ziyad-alamri|ismail-alhassan|abd-el-rahim-al-sharbaji|abdullah-algafari|abeer-qassim|amal-al-najdi|elaf-najib|faisal-ali|farah-abdulaziz-al-sawayegh|fouz-abdullah|ibrahim-alhajjaj|ibrahim-alkhairallah|ibrahim-alruwaished|khalid-abdulaziz|mansor-ash|naif-almouhaya|wadah-swar,fahad-alammari
6113,6113,black sunshine baby,movie,family memories and personal art movingly portray author and motivational speaker aisha chaudhary's journey with an immune disorder and terminal illness.,2023,documentation,in,8,,nilesh-maniyar
6114,6114,all the places,movie,an estranged brother and sister reunite at their father's funeral and make a spur of the moment decision to fulfill their childhood dream of driving across mexico on their old motorbikes.,2023,comedy|drama,mx,6,mauricio-ochmann|ana-serradilla|david-chocarro|diana-bovio|irán-castillo|ana-claudia-talancón,pedro-pablo-ibarra
6115,6115,divorce attorney shin,show,tells the story of how 45-year-old divorce lawyer shin sung han solves the problems of various families.,2023,drama,kr,8,cho-seung-woo|han-hye-jin|kim-sung-kyun|jung-moon-sung|kang-mal-geum|cha-hwa-yeon|jeon-bae-soo,lee-jae-hoon
6116,6116,a whole lifetime with jamie demetriou,movie,a womb with a view. awkward adulthood. the not-so-golden years. journey through life’s stages with jamie demetriou in this musical sketch-comedy special.,2023,comedy,gb,-1,jamie-demetriou|emma-sidi|christopher-jeffers|katy-wix|sian-clifford|kiell-smith-bynoe|jonathan-pointing|ellie-white|jonny-sweet|seb-cardinal|phoebe-walsh|emily-lloyd-saini|lloyd-griffith,
6117,6117,rana naidu,show,"rana naidu is the go-to problem solver for the rich and famous. but when his father is released from jail, the one mess he can't handle may be his own.",2023,action|crime|drama,in,-1,rana-daggubati|venkatesh|surveen-chawla|sushant-singh|suchitra-pillai|abhishek-banerjee|ashish-vidhyarthi|gaurav-chopra|rajesh-jais|priya-banerjee,karan-anshuman
6118,6118,copenhagen cowboy: nightcall with nicolas winding refn,movie,show creator nicolas winding refn and his team detail how they brought the stoic heroine and dark fairy tale version of copenhagen's netherworld to life.,2023,documentation,,-1,nicolas-winding-refn|lola-corfixen|angela-bundalovic|lili-zhang|liv-corfixen|zlatko-burić|andreas-lykke-jørgensen|louise-bruun|peter-peter|jason-hendil-forssell|ramadan-huseini|ebriama-jaiteh|johanne-algren|sara-isabella-jønsson,nicklas-kold-nagel
6119,6119,10 days of a good man,movie,"a lawyer turned private investigator takes on a missing person case, propelling him on an unexpected and life-altering quest.",2023,thriller|crime|drama,tr,6,nejat-i̇şler|nur-fettahoğlu|şenay-gürler|ilayda-alişan|ilayda-akdoğan|erdal-yildiz|esra-ronabar|barış-falay|yurdaer-okur|riza-kocaoğlu|kadir-çermik,uluç-bayraktar
6120,6120,rekha,movie,"rekha, a young woman falling in love, finds herself on a vengeful mission after one fateful night sends her spiraling into violence.",2023,drama|thriller,in,8,unni-lalu|vincy-aloshious|rajesh-azhikkodan|premalatha-thayineri|vishnu-govind|renji-kankol|prathapan-k-s,jithin-issac-thomas
6121,6121,here love lies,movie,"in the pursuit of 'love and forever', single parent and travel blogger amanda, embarks on a social media romance with american tourguide michael. a trip to the us to meet up for the first time, opens up more doors than both anticipated.",2023,thriller|romance,ng|us,5,tim-shelburne|sam-dede|tina-mba|omowunmi-dada|angel-unigwe,
6122,6122,princess power,show,"princess friends from four different fruitdoms — blueberry, kiwi, pineapple and raspberry — spring into action to make their worlds a better place.",2023,family|fantasy|animation|comedy,us,7,trinity-bliss|dana-heath|madison-calderon|alanna-ubach,
6123,6123,have a nice day!,movie,"a retired radio host bags groceries to earn money to attend his former employer's anniversary party, where he hopes to reunite with the love of his life.",2023,drama|comedy,mx,-1,álvaro-guerrero|andrea-chaparro|eduardo-minett|fernando-larrañaga|eduardo-de-la-peña|sidney-robote|saak|juca-viapri,yibrán-asuad
6124,6124,mumbai mafia: police vs the underworld,movie,"in 1990s mumbai, a crime boss and his network wield unchecked power over the city - until the rise of 'encounter cops' who brazenly kill their targets.",2023,documentation|crime,gb,6,,francis-longhurst|raaghav-dar
6125,6125,a sunday affair,movie,"two best friends, uche and toyin, fall in love with sunday, a charming, yet flawed eligible bachelor. a love triangle ensues with the women unaware that they are dating the same man",2023,romance|drama,ng,5,dakore-egbuson-akande|oris-erhuero|nse-ikpe-etim|eku-edewor,walter-taylaur
6126,6126,andrew santino: cheeseburger,movie,no topic is safe in this unfiltered stand-up set from andrew santino as he skewers everything from global warming to sex injuries to politics.,2023,comedy|documentation,us,6,andrew-santino,andrew-santino
6127,6127,iratta,movie,"after a cop is found dead, a policeman's investigation sparks a chilling search for the truth connected to his estranged twin and their fraught past.",2023,drama|thriller|family,in,8,joju-george|anjali|sabumon-abdusamad|srikant-murali|arya-salim|abhiram-radhakrishnan|srindaa|sarath-sabha|jithu-ashraf|manoj-k-u|shebin-benson|meenakshi-dinesh|sreeja-ajith|pooja-mohanraj|deepu-g-panicker|james-eliya|sruthy-suresh|kichu-tellus|sruthi-jayan|dhanesh-anand,rohith-krishnan
6128,6128,married to work,movie,"to save their real estate agency, an ambitious businesswoman and her entitled boss must convince an investor that they're married - despite hating each other.",2023,comedy|romance,ke|tz|ng,8,idris-sultan|meg-otanwa|grace-wacuka|brian-chandrabose|brian-abajah,philippe-bresson
6129,6129,thalaikoothal,movie,"a man's long battle to save his comatose father is met with financial obstacles, and with his family suggesting euthanasia as the best possible option, his hopes of his father coming back to normalcy are tested.",2023,drama,in,8,samuthirakani|kathir|vasundhara-kashyap|katha-nandi|kalai-selvan|vaiyapuri|aadukalam-murugadoss,jayaprakash-radhakrishnan
6130,6130,dr jason leong: ride with caution,movie,"the comic shares his diagnoses on ageing, the absurdity of middle-aged cycling enthusiasts, and more.",2023,comedy,my,6,jason-leong,
6131,6131,do your worst,movie,"regret and redemption take center stage as sondra, struggling actor and professional mess, faces the consequences of a lifetime of her own bad decisions",2023,drama|romance|comedy,za,-1,shannon-esra|kate-liquorish|wayne-van-rooyen|rea-rangaka|sharon-spiegel-wagner|dorothy-ann-gould|james-borthwick|ayanda-seoka|khosi-mkhonza|sage-hlaodi|claudine-ullman|caleb-sauls|sam-medupe|jefferrson-tshabalala|roberto-pombo|duane-behrens|nomalanga-nkosi|ben-tjibe|richard-gau|grant-towers|craig-mackinnon|lerato-ndlovu|firdose-sallie|danielle-cassim|sisi-shirilele|jaco-van-der-walt|wentzel-lombard|dwayne-vorster|sbu-shongwe|charlton-aaron|charles-mashaba|michael-richard,samantha-nell
